-8.67190487,-5.81998651,-6.34167003,10
-6.39072558,2.73981153,-0.12075760,3
8.25246366,-0.19227903,-0.13735919,11
4.15181828,-7.34592492,6.12209205,16
1.93721074,3.22204011,9.45110188,13
6.35180650,-8.27527057,6.99306152,16
-7.33773095,-7.98207087,-5.78587833,10
-3.86244684,6.48063237,-9.99158698,14
-0.33660556,6.60470278,10.15985123,8
-5.27160511,4.06911365,-9.08016332,14
-7.77763591,-6.79807926,-6.22374116,10
8.38599219,-2.79602077,6.17173090,7
-3.04651068,10.86785244,9.22192787,8
-6.44396352,-10.79449411,-4.12826070,6
1.97496629,5.74968093,6.47110742,13
3.78580131,-4.60521640,-2.57548533,2
-6.90868105,-9.25949244,-3.02495880,6
-9.25222032,4.23637675,-1.06542533,15
-7.47502305,-6.30075787,-6.83404913,10
-6.95933427,-10.52405222,-5.84853706,4
1.05002434,-6.00740411,-4.24701749,1
-6.46415621,-10.86741949,-5.10814218,4
3.46623345,-5.79935565,-2.90818645,2
-4.38443154,-1.50606117,-3.64692374,0
-4.71445041,-10.50189573,-4.35621821,4
7.98506540,-2.86335535,7.32695917,7
8.72316588,-0.68419736,1.72769895,11
0.78551726,3.56008117,7.96668246,13
-5.35428103,-11.17756877,-5.97363887,4
-4.72884489,-3.65888068,-4.50489959,0
8.40439530,-4.88496789,-5.12065902,12
-8.97690554,4.44608628,-0.09541192,15
4.95595111,-7.89269163,6.45811239,16
-1.24443070,2.03335642,-2.09892750,9
-4.44354129,6.53071718,-9.62930882,14
-1.52638408,2.28704375,-2.81745429,9
-0.77167255,1.65074914,-0.84833564,9
-1.49235688,-6.68987237,-3.20798189,1
-7.63231172,3.97736047,0.15305840,15
-3.91678719,6.04788136,-8.69906697,14
-8.18299164,-9.35302930,-0.89817823,5
-6.20142160,-10.13745446,-6.65479708,4
-2.45268012,7.74776662,9.54444830,8
-5.97051846,3.00362469,1.34330862,3
2.75138775,-4.21229567,-3.65338390,2
-0.31779872,2.26065530,-0.71611920,9
-4.15315515,-4.05680134,-3.65188352,0
2.24106457,-6.22891147,-2.99075029,2
-0.26757111,3.21393268,-1.09241569,9
-7.59507350,-7.76973452,-8.00025436,10
1.46328791,3.28611297,-2.51095714,9
-6.66149848,-8.41794821,-2.06834745,5
9.74385423,0.07509172,3.07893152,11
-6.32907099,4.20350744,0.44686008,3
-4.66944300,3.43521398,0.37800582,3
-0.29302379,3.80974265,-1.69935083,9
-5.82975493,5.12682830,1.63784452,3
3.00019571,-5.59548075,-5.57019800,2
8.11488447,-2.89257434,-2.65342575,12
-6.82898087,-8.66935195,-5.25815088,4
-7.99110885,-9.16855978,-2.21886858,5
-6.06603235,-11.16040952,-0.71539601,5
2.01774720,4.05557162,10.11852806,13
0.09848728,5.44606454,-2.23936895,9
6.89660988,0.91614401,2.92925812,11
-8.85444704,-9.31611850,-3.19736602,5
-6.16234129,2.70404131,-0.25466971,3
3.64648279,-5.85082131,-4.34075565,2
-5.19976895,-9.97362795,-3.37405517,6
5.39642994,-7.32079513,6.57340042,16
-7.50757713,-9.72208265,-1.51960853,5
-3.76679022,-4.79066761,-4.25201776,0
-3.19929505,3.76376435,-10.59038922,14
7.96020052,-3.08299180,8.42258705,7
-5.37007797,1.18712726,0.56463338,3
5.90636376,-10.21573989,6.15182862,16
-0.14328215,1.89426843,-0.97190734,9
-7.73399976,-8.05600812,-8.09426549,10
-5.95793981,2.96983094,0.94090917,3
6.59624230,-7.39786060,6.84067446,16
1.77248464,3.58326778,-2.14542041,9
-8.85013352,3.92578442,-1.98836621,15
-8.25574172,5.25085162,-1.87978019,15
-9.51916227,5.58678501,1.02501687,15
8.95718759,-3.35363368,5.80085433,7
-4.39171574,4.15050994,0.43830326,3
-7.34730394,-9.30447487,-1.93475644,6
-3.12458785,-3.66187489,-2.04794610,0
3.99389605,-5.23370738,-3.63483421,2
-8.19913405,-5.62529640,-8.63187743,10
8.28311867,-4.69917692,-3.03194240,12
5.53017310,-6.42701819,7.64437534,16
7.10381003,-4.16711476,-4.55117172,12
2.67311576,3.72365904,8.84549305,13
-6.70690771,4.55260317,-0.17791970,3
8.04714749,1.48942832,2.01000551,11
-6.90392706,-8.74407340,-5.40797530,4
6.67600480,-4.38268179,8.57932975,7
-0.89111345,7.27076245,8.88918969,8
-6.97522213,-12.41620844,-5.18867454,4
7.66250855,0.73752959,3.94052588,11
4.18962300,-5.23303173,-4.29777735,2
5.93836341,-7.95875264,3.88305796,16
-3.96112339,6.29526857,-8.66207737,14
-1.20289454,-6.23342404,-4.76544724,1
7.54498108,-4.24519439,-5.20942702,12
1.66436136,3.92926796,8.05901563,13
7.98513647,-4.13885682,-2.70209096,12
3.58657012,4.45052438,9.09467621,13
3.42924197,3.38848067,9.54967690,13
-9.36510707,4.98663408,-1.83172430,15
-8.49165045,-8.58463571,-7.95677440,10
-4.32702175,6.26585628,-8.66207795,14
-9.58373546,2.67397165,0.25550291,15
7.38123291,-9.83042130,5.65892687,16
3.83916022,-4.04901468,-3.85106055,2
-1.12284333,8.72880260,10.23414865,8
-9.03407129,-7.28411513,-7.16533821,10
-9.44557374,5.05815496,-0.12250007,15
8.27909507,0.51130624,1.92914258,11
-8.37323248,-9.40642671,-2.79997312,6
-5.51901367,5.22421103,0.61395165,3
6.18070695,-4.52014175,-3.64245528,12
-3.84960437,6.74937597,-8.10520714,14
5.06357373,-5.29502556,-3.75465177,2
-8.81525073,5.79431055,-0.22155481,15
5.22905842,-5.55724675,-3.05055174,2
2.81775295,-5.34954830,-3.25829871,2
3.91241847,-5.34103770,-3.66845830,2
-8.16442579,4.03613567,-2.74414845,15
7.25355934,0.59811007,1.49782172,11
-5.17569523,-8.46321075,0.10101150,5
-2.46064459,7.71966632,10.21405358,8
7.49329281,-1.73374350,-3.28424040,12
0.49392422,-7.40151286,-5.57766836,1
9.08211992,-5.12363606,-5.32312379,12
-9.59392824,4.09912567,-2.68947514,15
-8.52324370,-8.06438765,-6.72040869,10
-5.91537038,-9.19983926,-5.58086678,4
-8.88359695,-7.37544774,-6.05086802,10
-7.91430793,-8.04003538,-1.57494644,5
-4.28295102,6.07003475,-9.37974769,14
-3.45871132,-3.80108106,-4.28279370,0
-9.22484705,4.07905511,-0.28529890,15
-4.09610273,5.53473910,-11.28020370,14
-6.80463553,-10.26176670,-4.82439944,4
3.10570976,3.42049335,8.86451417,13
-8.75794190,4.61270890,1.94998271,15
8.13299885,-4.84401766,-5.15354866,12
-0.10094023,-7.90714368,-4.22874938,1
-9.27600168,4.55362839,1.10221090,15
-8.14339740,-6.35145447,-6.50202144,10
3.47039886,-5.46982464,-5.83639827,2
-6.28033060,5.55614292,-9.95351517,14
-5.89909050,-8.46034233,-4.52802885,4
9.15901062,-5.27946551,-3.99571888,12
-4.86769486,3.08310154,0.99096353,3
-7.45079983,-9.77827319,-3.13174150,6
6.37791595,-4.72174069,-5.43212704,12
-6.36157636,-9.41969358,-2.33532494,6
-6.84288901,-9.81308867,-7.79692661,4
-6.58922651,-10.44574785,-4.31448675,6
1.84487919,4.29165188,7.73255518,13
7.33268970,0.80217662,3.82984298,11
-8.87067540,-8.73367703,-4.40106819,4
-2.83120665,10.62598585,9.86143242,8
-2.32645288,6.56884627,10.83300274,8
-6.71969133,-8.62362504,-4.86641893,4
9.26518790,1.30147037,2.61322308,11
-3.39792017,5.02797644,-10.11270977,14
5.50632026,-6.70558286,6.83536177,16
-8.74900306,-10.01301583,-4.23196935,6
-7.75109731,-7.03855540,-8.47932482,10
9.49454171,3.12484375,3.95746614,11
2.31839961,-6.15943223,-3.16320958,1
1.50066788,2.47076320,-1.00058019,9
-8.12420081,-9.24460734,-2.92525075,5
-7.87643873,-10.87365073,-5.75414541,4
-4.39404480,2.99799786,1.32443745,3
7.39802106,-5.15425239,-4.14629418,12
